,url,description,language,tags
277,https://github.com/github/GHKeyBrowser,GitHub Key Verification Helper,C++,[None]
278,https://github.com/github/garethr-docker,Puppet module for managing docker,Ruby,[None]
279,https://github.com/github/STUtils,,Objective-C,[None]
280,https://github.com/github/veewee,Easing the building of vagrant boxes,Shell,[None]
281,https://github.com/github/dat-analysis,Analyze results from dat-science.,Ruby,[None]
282,https://github.com/github/nagios-plugins-github,,C,[None]
283,https://github.com/github/specta,A light-weight TDD / BDD framework for Objective-C & Cocoa,Objective-C,[None]
284,https://github.com/github/grit,Grit gives you object oriented read/write access to Git repositories via Ruby.,Ruby,[None]
285,https://github.com/github/foreman,Manage Procfile-based applications,Ruby,[None]
286,https://github.com/github/git-msysgit,GitHub version of msysgit/git,C,[None]
287,https://github.com/github/training.github.com,Legacy (no longer published) GitHub Training site,CSS,[None]
288,https://github.com/github/game-o,O! a Cut.js game,JavaScript,[None]
289,https://github.com/github/gollum,Unsupported use https://github.com/gollum/gollum!,Ruby,[None]
290,https://github.com/github/MASPreferences,Custom implementation of Preferences window in Cocoa applications for Mac OS X,Objective-C,[None]
291,https://github.com/github/backstop,HTTP service for submitting metrics to Graphite,Ruby,[None]
292,https://github.com/github/uiimage-from-animated-gif,A UIImage category that loads animated GIFs,Objective-C,[None]
293,https://github.com/github/hubahuba,Ruby and Rails core extensions used by GitHub.,Ruby,[None]
294,https://github.com/github/teach.github.com,The open source teaching materials site for Git and GitHub technologies,CSS,[None]
295,https://github.com/github/gitcasts,Educational screencasts about Git,CSS,[None]
296,https://github.com/github/htttee,unix's tee over http,Ruby,[None]
297,https://github.com/github/marginalia,Attach comments to ActiveRecord's SQL queries,Ruby,[None]
298,https://github.com/github/buildstep,Buildstep uses Docker and Buildpacks to build applications like Heroku,Shell,[None]
299,https://github.com/github/django-floppyforms,Full control of form rendering in the templates.,Python,[None]
300,https://github.com/github/rack-ssl-enforcer,A simple Rack middleware to enforce ssl connections,Ruby,[None]
301,https://github.com/github/gitscm-old,Git homepage that rocks - from the git.or.cz awesomeness,Ruby,[None]
302,https://github.com/github/faceup,More than just mustaches.,JavaScript,[None]
303,https://github.com/github/aroma,"a game engine: lua, opengl es 2.0, native client",C,[None]
304,https://github.com/github/puppet-module-group,Puppet Group Module (custom group providers),Ruby,[None]
305,https://github.com/github/windows-msysgit,This repository is deprecated.,Perl,[None]
306,https://github.com/github/pycon2011,,Python,[None]
